positionName,salary,workYear,city,companyShortName,companySize,district,financeStage,industryField,thirdType,resumeProcessDay,resumeProcessRate
数据分析,8k-15k,不限,上海,上海南棠实业有限公司,150-500人,浦东新区,不需要融资,电商,数据分析,0,0
数据分析师,8k-15k,1-3年,上海,吃饱了,15-50人,静安区,天使轮,"移动互联网,电商",业务运营,1,8
数据分析,20k-30k,3-5年,上海,星魄科技,少于15人,浦东新区,未融资,"企业服务,硬件",数据分析,0,0
数据分析师,13k-25k,1-3年,上海,萨摩耶金服,150-500人,浦东新区,C轮,金融,数据分析,0,0
数据分析师,10k-20k,不限,上海,SAS,2000人以上,徐汇区,不需要融资,"企业服务,数据服务",数据分析,0,0
高级数据分析师,15k-30k,不限,上海,上海软科教育,50-150人,闵行区,不需要融资,企业服务,数据分析,1,41
数据分析岗,15k-20k,3-5年,上海,平安健康互联网,2000人以上,徐汇区,上市公司,"移动互联网,医疗丨健康",数据分析,0,0
数据分析师(数据应用方向),10k-20k,3-5年,上海,上海滩网,50-150人,徐汇区,未融资,消费生活,数据分析,0,0
数据分析工程师,18k-30k,3-5年,上海,众安保险,2000人以上,黄浦区,上市公司,金融,数据分析,0,0
游戏数据分析,20k-40k,1-3年,上海,上海米哈游,500-2000人,徐汇区,不需要融资,"移动互联网,游戏",数据分析,1,100
（资深）数据分析经理,20k-40k,5-10年,上海,Alten China,2000人以上,徐汇区,上市公司,硬件,数据分析,1,53
数据分析师,8k-15k,不限,上海,派兰数据,少于15人,闵行区,天使轮,"数据服务,医疗丨健康",数据分析,0,0
数据分析建模师,30k-50k,3-5年,上海,欧拉网络,50-150人,浦东新区,C轮,移动互联网,分析师,0,0
数据分析师,20k-35k,应届毕业生,上海,阿里巴巴-新零售技术事业群,2000人以上,闵行区,上市公司,电商,数据分析,1,100
数据分析（实习）,5k-10k,应届毕业生,上海,百姓网,500-2000人,宝山区,上市公司,移动互联网,数据分析,0,0
市场数据分析师,10k-15k,1-3年,上海,携程,2000人以上,长宁区,上市公司,旅游,商业数据分析,2,9
游戏数据分析师,20k-30k,3-5年,上海,字节跳动,2000人以上,徐汇区,C轮,文娱丨内容,其他数据分析,0,0
数据分析经理,20k-30k,5-10年,上海,颖通贸易,500-2000人,闸北区,不需要融资,"消费生活,其他",业务运营,0,0
可视化数据分析,6k-8k,1-3年,上海,海万科技,500-2000人,浦东新区,不需要融资,"移动互联网,金融",数据分析,1,27
数据分析师,4K-5K,1年以下,上海,点启资产,少于15人,普陀区,不需要融资,金融,数据分析,0,0
游戏数据分析师（海外）,15k-30k,3-5年,上海,上海米哈游,500-2000人,徐汇区,不需要融资,"移动互联网,游戏",数据分析,1,100
数据分析师,4K-5K,1年以下,上海,点启资产,少于15人,普陀区,不需要融资,金融,数据分析,0,0
数据分析师,15k-20k,3-5年,上海,卓永健康,15-50人,杨浦区,A轮,"移动互联网,医疗丨健康",数据分析,0,0
客户成功数据分析师,10k-15k,1-3年,上海,HARB,50-150人,徐汇区,B轮,企业服务,数据分析,1,9
高级数据分析师-SQL,10k-15k,3-5年,上海,蓝色光标欧泰谱,150-500人,黄浦区,不需要融资,"数据服务,企业服务",数据分析,0,0
数据分析师,8k-15k,不限,上海,神州数码,500-2000人,长宁区,上市公司,"硬件,数据服务",数据分析,0,0
高级数据分析师,12k-20k,3-5年,上海,Magic Link,50-150人,浦东新区,A轮,"移动互联网,企业服务",数据分析,0,11
硬件数据分析 (MJ003743),13k-25k,3-5年,上海,哈啰出行,2000人以上,闵行区,D轮及以上,"移动互联网,硬件",数据挖掘,3,10
财务数据分析,15k-25k,3-5年,上海,淘集集,500-2000人,静安区,B轮,电商,财务,1,100
高级商业数据分析师,20k-40k,5-10年,上海,Datatist,50-150人,徐汇区,A轮,"数据服务,广告营销",数据分析,1,9
数据分析师,18k-36k,应届毕业生,上海,阿里云,2000人以上,浦东新区,上市公司,"电商,企业服务",数据分析,0,0
数据分析师实习生,4k-5k,应届毕业生,上海,永辉云创科技有限公司,2000人以上,徐汇区,D轮及以上,"电商,消费生活",数据分析,1,100
数据分析实习岗,4k-8k,应届毕业生,上海,萨摩耶金服,150-500人,浦东新区,C轮,金融,风控,2,100
风险数据分析师 (MJ001721),15k-30k,3-5年,上海,欢聚时代（YY Inc）,2000人以上,黄浦区,上市公司,文娱丨内容,风控,1,100
数据分析师(商业方向，中高级,10k-20k,1-3年,上海,一面数据,50-150人,黄浦区,A轮,"移动互联网,数据服务",数据分析,1,100
数据分析产品经理,18k-25k,3-5年,上海,电视猫MoreTV,150-500人,浦东新区,B轮,"移动互联网,硬件",数据产品经理,0,0
数据分析专员,8k-10k,1-3年,上海,G7,500-2000人,闵行区,C轮,"移动互联网,数据服务",数据分析,0,0
数据分析负责人,40k-70k,5-10年,上海,为偶,150-500人,浦东新区,C轮,移动互联网,数据分析,0,0
数据分析师,12k-24k,不限,上海,易恒科技,少于15人,黄浦区,未融资,"移动互联网,数据服务",数据分析,0,0
初级数据分析师,5k-10k,应届毕业生,上海,至数,15-50人,徐汇区,A轮,"数据服务,硬件",数据分析,0,0
模型数据分析师 (MJ000118),15k-30k,3-5年,上海,信用飞/首付游,150-500人,长宁区,B轮,移动互联网,风控,1,100
数据分析师,10k-18k,1-3年,上海,玳鸽,50-150人,杨浦区,A轮,"企业服务,区块链",大数据,0,0
数据分析专家,25k-40k,5-10年,上海,众安保险,2000人以上,黄浦区,上市公司,金融,数据分析,0,0
数据分析师,5k-10k,不限,上海,波思代尔,15-50人,浦东新区,未融资,"广告营销,文娱丨内容",数据分析,0,0
数据分析师,7k-10k,1-3年,上海,啊哈,少于15人,徐汇区,未融资,移动互联网,数据分析,0,0
数据分析师,10k-15k,1-3年,上海,mobike摩拜单车,150-500人,长宁区,D轮及以上,汽车丨出行,数据分析,0,0
SQL数据分析师,15k-25k,3-5年,上海,京东集团,2000人以上,长宁区,上市公司,电商,数据分析,1,5
数据分析经理,40k-60k,5-10年,上海,平安健康互联网,2000人以上,徐汇区,上市公司,"移动互联网,医疗丨健康",数据运营,2,41
数据分析师（远程）,8k-15k,不限,上海,镭锐教育科技,少于15人,闵行区,未融资,教育 移动互联网,数据分析,0,0
营运专员/数据分析专员（物流）,4k-6k,1-3年,上海,上海艾夫邑乐文化传播有限公司,15-50人,长宁区,未融资,"文娱丨内容,广告营销",物流专员|助理,0,0
模型数据分析师,15k-25k,1-3年,上海,信用飞/首付游,150-500人,长宁区,B轮,移动互联网,数据分析,1,100
资深数据分析师,25k-35k,5-10年,上海,众安保险,2000人以上,黄浦区,上市公司,金融,数据分析,0,0
数据分析,6k-12k,不限,上海,亿泽ETBI,50-150人,闵行区,不需要融资,"数据服务,企业服务",数据分析,0,0
数据分析师,5k-8k,1-3年,上海,楷青,少于15人,闵行区,未融资,"数据服务,企业服务",数据分析,0,0
数据分析师(J10040),8k-10k,1-3年,上海,上海百秋,500-2000人,长宁区,未融资,"电商,企业服务",电商运营,0,0
数据分析师,8k-16k,应届毕业生,上海,艾大,15-50人,长宁区,未融资,"企业服务,数据服务",数据分析,0,0
25217C-安全数据分析工程师,13k-26k,3-5年,上海,陆金所,2000人以上,浦东新区,B轮,金融,数据分析,0,0
数据分析实习,3k-4k,应届毕业生,上海,云鹊医疗,150-500人,浦东新区,不需要融资,"医疗丨健康,移动互联网",数据分析,2,42
数据分析师,8k-12k,应届毕业生,上海,微问家,150-500人,浦东新区,B轮,移动互联网,BI,0,0
数据分析师,8k-12k,3-5年,上海,责己,15-50人,宝山区,天使轮,"电商,移动互联网",数据分析,0,0
商业数据分析师,10k-18k,3-5年,上海,上海第一财经数据,150-500人,静安区,D轮及以上,移动互联网,数据分析,2,50
2019校招-数据分析师（社会化媒体）,6k-8k,应届毕业生,上海,AdMaster,500-2000人,普陀区,不需要融资,数据服务,商业数据分析,0,0
数据分析实习生-钥匙,3k-4k,应届毕业生,上海,掌门集团,500-2000人,浦东新区,B轮,"移动互联网,消费生活",数据分析,3,46
初级数据分析师（实习岗）,4k-8k,应届毕业生,上海,麦图科技,15-50人,长宁区,A轮,数据服务,数据分析,1,100
海外广告数据分析师,15k-25k,1-3年,上海,90玩,150-500人,徐汇区,上市公司,游戏,数据分析,1,100
模型数据分析师,15k-25k,1-3年,上海,信用飞/首付游,150-500人,长宁区,B轮,移动互联网,数据分析,1,100
数据分析专家,30k-60k,5-10年,上海,君尧文化,少于15人,长宁区,天使轮,广告营销,大数据,0,0
高级数据分析师,18k-25k,3-5年,上海,上海银行信用卡中心,2000人以上,浦东新区,不需要融资,金融,其他产品经理,2,100
数据分析实习,2k-3k,应届毕业生,上海,晨哨网,15-50人,普陀区,天使轮,金融,数据分析,1,33
SFJ-大数据挖掘与分析工程师（数据分析方向）,25k-50k,3-5年,上海,顺丰科技有限公司,2000人以上,徐汇区,不需要融资,物流丨运输,数据分析,1,6
能源数据分析助理研究员,10k-18k,不限,上海,中科院上海高研院,500-2000人,浦东新区,不需要融资,"电商,数据服务",能源|矿产项目管理,0,0
实习生 - SEO/SEM/数据分析方向,2k-4k,应届毕业生,上海,储田商务,15-50人,浦东新区,不需要融资,"移动互联网,数据服务",其他运营,1,23
销售数据分析,6k-8k,1-3年,上海,旺旺集团,2000人以上,闵行区,上市公司,"电商,移动互联网",数据分析,7,0
风控数据分析,8k-15k,1-3年,上海,收钱吧,500-2000人,普陀区,C轮,移动互联网,数据分析,0,13
数据分析主管(J10041),10k-15k,1-3年,上海,上海百秋,500-2000人,长宁区,未融资,"电商,企业服务",电商运营,0,0
数据分析实习生,2k-3k,应届毕业生,上海,百姓网,500-2000人,闵行区,上市公司,移动互联网,数据分析,0,0
数据分析实习,2k-3k,应届毕业生,上海,楷青,少于15人,闵行区,未融资,"数据服务,企业服务",数据采集,0,0
美图商业策略数据分析师,15k-30k,3-5年,上海,美图公司,2000人以上,静安区,上市公司,硬件,商业数据分析,1,10
数据分析师讲师,15k-30k,3-5年,上海,北风网,150-500人,浦东新区,B轮,"教育,数据服务",数据分析,0,0
BI数据分析师,20k-40k,5-10年,上海,淘集集,500-2000人,静安区,B轮,电商,数据分析,1,100
海外酒店数据分析师（收益定价方向）,10k-20k,1-3年,上海,携程,2000人以上,长宁区,上市公司,旅游,数据分析,0,0
BI数据分析师,15k-30k,3-5年,上海,驰骛科技ChiefClouds,50-150人,徐汇区,A轮,"数据服务,移动互联网",BI,2,11
风控数据分析师（偏数据建模）,20k-35k,3-5年,上海,毒APP,500-2000人,虹口区,B轮,"移动互联网,电商",数据分析,1,57
bi数据分析师,8k-10k,1-3年,上海,设计院,2000人以上,虹口区,上市公司,"移动互联网,金融",BI,2,100
商业数据分析,6k-10k,不限,上海,七幕人生,50-150人,徐汇区,B轮,文娱丨内容,商业数据分析,0,0
bi数据分析师,15k-20k,1-3年,上海,韩创科技,500-2000人,浦东新区,不需要融资,"移动互联网,文娱丨内容",BI工程师,0,0
运营数据分析 (MJ000129),20k-35k,5-10年,上海,叠纸游戏,150-500人,浦东新区,不需要融资,游戏,数据运营,1,100
BI数据分析师,20k-25k,3-5年,上海,快牛金科,500-2000人,长宁区,B轮,其他,BI,3,95
02215M-BI数据分析师,10k-18k,1年以下,上海,平安人寿,2000人以上,浦东新区,上市公司,金融,BI,0,0
数据分析运营,15k-25k,3-5年,上海,美团点评,2000人以上,长宁区,上市公司,消费生活,其他运营,0,0
商业数据分析,10k-15k,1-3年,上海,MarcPoint,15-50人,徐汇区,A轮,"电商,广告营销",其他市场|营销,0,0
信贷数据分析师(上海),15k-29k,不限,上海,小米,2000人以上,徐汇区,D轮及以上,硬件,数据分析,1,7
Data Analysis数据分析专员,8k-12k,1-3年,上海,复漫,50-150人,嘉定区,B轮,电商,商业数据分析,1,25
风控数据分析,20k-40k,3-5年,上海,掌门集团,500-2000人,浦东新区,B轮,"移动互联网,消费生活",数据分析,0,0
大数据开发工程师（数据分析）,15k-30k,3-5年,上海,2345.com,500-2000人,浦东新区,上市公司,"数据服务,移动互联网",BI工程师,2,100
电竞赛事数据分析师,7k-10k,不限,上海,捞月狗,50-150人,徐汇区,C轮,移动互联网,数据分析,1,20
企划数据分析,10k-18k,3-5年,上海,最惠保,150-500人,浦东新区,C轮,移动互联网,数据分析,0,0
BI数据分析经理,20k-35k,5-10年,上海,爱库存,500-2000人,浦东新区,B轮,"移动互联网,电商",数据分析,2,100
BI数据分析师,18k-35k,1-3年,上海,奇虎360金融,500-2000人,浦东新区,上市公司,金融,BI,3,100
BI Manager - BI数据分析经理,14k-18k,5-10年,上海,Shopee,2000人以上,徐汇区,上市公司,电商,BI工程师,2,100
风控数据分析师,10k-20k,1-3年,上海,星合金融科技,50-150人,黄浦区,不需要融资,"移动互联网,金融",风控,0,0
汽车行业数据分析实习生,2k-4k,不限,上海,时代嘉道咨询机构，嘉道信息技术,150-500人,长宁区,未融资,"数据服务,广告营销",数据分析,0,0
配送数据分析专家,30k-40k,3-5年,上海,裕宸集团,500-2000人,普陀区,不需要融资,"文娱丨内容,移动互联网",数据运营,0,0
薪酬数据分析实习生,2k-3k,应届毕业生,上海,可汗职业媒体,少于15人,浦东新区,天使轮,企业服务,薪酬福利,0,0
安全数据分析平台高级开发工程师,40k-80k,1-3年,上海,上海瑞阙文化发展有限公司,150-500人,黄浦区,不需要融资,"移动互联网,金融",信息安全,0,0
风控数据分析师,15k-30k,3-5年,上海,京东集团,2000人以上,长宁区,上市公司,电商,数据分析,1,5
数据分析师 Data Account Manage,10k-15k,3-5年,上海,埃特公关,50-150人,黄浦区,不需要融资,广告营销,商业数据分析,3,100
保险数据分析专员,6k-8k,应届毕业生,上海,大家保,50-150人,杨浦区,B轮,"移动互联网,金融",数据分析,0,0
助理（偏数据分析）,8k-10k,3-5年,上海,独立日,50-150人,杨浦区,B轮,移动互联网,数据分析,2,55
数据运营（市场数据分析）,8k-15k,1-3年,上海,东方新闻,150-500人,浦东新区,不需要融资,"移动互联网,社交",数据运营,0,0
酒店运营数据分析师,12k-20k,1-3年,上海,携程,2000人以上,长宁区,上市公司,旅游,其他运营,2,9
用户运营（偏数据分析）,8k-13k,3-5年,上海,本来生活网,2000人以上,徐汇区,C轮,消费生活,用户运营,0,0
数据分析BI实习生,2k-4k,应届毕业生,上海,寻找母星,50-150人,徐汇区,天使轮,"移动互联网,消费生活",BI,1,100
bi数据分析师,7k-14k,1-3年,上海,备实必,少于15人,浦东新区,不需要融资,"移动互联网,数据服务",BI工程师,1,92
CRM商业数据分析师 （SQL）,6k-10k,1-3年,上海,蓝色光标欧泰谱,150-500人,黄浦区,不需要融资,"数据服务,企业服务",数据分析,0,0
能源数据分析助理研究员,10k-15k,应届毕业生,上海,中科院上海高研院,500-2000人,浦东新区,不需要融资,"电商,数据服务",数据分析,0,0
风险数据分析经理,30k-40k,1-3年,上海,小赢科技,500-2000人,虹口区,上市公司,金融,分析师,0,0
运营数据分析专家,35k-50k,3-5年,上海,裕宸集团,500-2000人,普陀区,不需要融资,"文娱丨内容,移动互联网",数据运营,0,0
实习生（数据分析方向）,3k-5k,应届毕业生,上海,CraiditX,50-150人,徐汇区,B轮,"金融,数据服务",数据分析,1,100
大数据分析工程师（数据产品分析方向）,10k-15k,1-3年,上海,上海元聚,150-500人,闵行区,不需要融资,移动互联网,数据分析,1,7
Python数据分析师,25k-40k,5-10年,上海,传智播客,2000人以上,浦东新区,上市公司,"移动互联网,教育",数据分析,0,0
市场营销经理（策划及数据分析方向）,15k-25k,1-3年,上海,莉莉丝游戏,150-500人,闵行区,不需要融资,"移动互联网,游戏",市场营销,1,100
管理培训生（数据分析方向）,8k-12k,应届毕业生,上海,斑马旅游,500-2000人,浦东新区,A轮,"电商,旅游",其他,1,100
反欺诈大数据分析 (MJ000079),20k-30k,3-5年,上海,信用飞/首付游,150-500人,长宁区,B轮,移动互联网,风控,1,100
战略BP（偏数据分析）,18k-35k,3-5年,上海,掌门1对1在线教育,2000人以上,虹口区,D轮及以上,"移动互联网,教育",商业数据分析,0,0
机票运营数据分析师,12k-20k,1-3年,上海,携程,2000人以上,长宁区,上市公司,旅游,其他运营,2,9
CRM数据分析经理(SQL),9k-15k,3-5年,上海,蓝色光标欧泰谱,150-500人,黄浦区,不需要融资,"数据服务,企业服务",数据分析,0,0
经营分析高级经理（数据分析）,40k-60k,5-10年,上海,裕宸集团,500-2000人,普陀区,不需要融资,"文娱丨内容,移动互联网",数据分析,0,0
咨询项目助理（数据分析方向）,2k-4k,应届毕业生,上海,客锐市场信息,15-50人,静安区,不需要融资,数据服务,咨询员,0,0
华东策略运营（用户数据分析方向）,12k-20k,3-5年,上海,字节跳动,2000人以上,闵行区,C轮,文娱丨内容,其他市场|营销,0,0
数据分析师（平台治理方向）,15k-30k,1年以下,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
数据分析师,20k-40k,1-3年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
数据分析师（社交方向）,20k-40k,1-3年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
数据分析师（智能客服方向）,20k-40k,3-5年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
数据分析师（广告方向）,20k-40k,3-5年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
数据分析经理,30k-50k,1-3年,上海,字节跳动,2000人以上,徐汇区,C轮,文娱丨内容,数据分析,0,0
搜索团队-数据分析师(BI),25k-50k,3-5年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
业务数据分析,15k-25k,3-5年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据运营,2,100
数据分析经理,15k-30k,5-10年,上海,GeexFinance,150-500人,杨浦区,A轮,金融,财务风控,2,100
数据分析经理,20k-30k,3-5年,上海,GeexFinance,150-500人,杨浦区,A轮,金融,数据分析,2,100
资深数据分析师,10k-20k,3-5年,上海,GeexFinance,150-500人,杨浦区,A轮,金融,风控,2,100
资深数据分析专家,30k-60k,不限,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
资深数据分析师,25k-50k,3-5年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
数据分析专家,20k-40k,3-5年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
资深/专家数据分析师,20k-40k,3-5年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
数据分析师,10k-20k,3-5年,上海,百融云创,500-2000人,浦东新区,C轮,金融,数据分析,1,91
高级数据分析师,20k-30k,3-5年,上海,百融云创,500-2000人,浦东新区,C轮,金融,数据挖掘,1,91
数据分析师/高级数据分析师：上海,10k-20k,1-3年,上海,百融云创,500-2000人,浦东新区,C轮,金融,数据分析,1,91
高级数据分析师,15k-20k,1-3年,上海,百融云创,500-2000人,浦东新区,C轮,金融,其他产品经理,1,91
BI数据分析师,15k-25k,1-3年,上海,虎扑,150-500人,虹口区,D轮及以上,"移动互联网,文娱丨内容",数据分析,2,68
BI数据分析师,15k-30k,1-3年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
物流数据分析专家,9k-12k,1-3年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
BI数据分析师（推荐方向）,20k-40k,1-3年,上海,拼多多,2000人以上,长宁区,上市公司,"电商,移动互联网",数据分析,2,100
数据分析师,8k-13k,不限,广州,租租车,500-2000人,天河区,C轮,"旅游,消费生活",数据分析,1,14
数据分析师,10k-18k,1-3年,广州,广州银行信用卡中心,2000人以上,天河区,不需要融资,金融,数据分析,2,35
数据分析师,10k-18k,3-5年,广州,联蔚科技,500-2000人,天河区,未融资,"移动互联网,电商",数据分析,0,0
HR-数据分析,15k-25k,3-5年,广州,Bigo,2000人以上,番禺区,上市公司,"移动互联网,社交",其他人力资源,0,0
数据分析,7k-8k,1年以下,广州,百事通,500-2000人,白云区,上市公司,移动互联网,数据分析,0,0
大数据分析师,15k-30k,5-10年,广州,江融信,150-500人,天河区,B轮,"移动互联网,其他",数据分析,0,0
数据分析师,7k-14k,1-3年,广州,地合网,50-150人,海珠区,B轮,"电商,其他",数据分析,0,0
数据分析师,15k-30k,3-5年,广州,骏伯网络,150-500人,天河区,上市公司,移动互联网,商业数据分析,0,0
数据分析经理,10k-15k,3-5年,广州,蜘点网络,500-2000人,天河区,未融资,"移动互联网,电商",数据分析,0,0
ZBBU-数据分析师,10k-20k,1-3年,广州,酷狗音乐,500-2000人,天河区,上市公司,文娱丨内容,数据分析,1,100
数据分析师（产品方向）,8k-13k,1-3年,广州,经传多赢,2000人以上,番禺区,不需要融资,金融,产品经理,1,100
数据分析师,8k-15k,1-3年,广州,作文纸条,50-150人,海珠区,A轮,"移动互联网,教育",数据分析,1,100
数据分析师,6k-12k,1-3年,广州,AI考拉,50-150人,海珠区,A轮,金融,数据分析,1,96
数据分析师,8k-15k,1-3年,广州,茉莉传媒,150-500人,越秀区,不需要融资,广告营销,数据分析,2,100
数据分析师,6k-10k,1-3年,广州,广州原象,150-500人,海珠区,不需要融资,电商,数据分析,2,69
PTBU-数据分析师,15k-25k,不限,广州,酷狗音乐,500-2000人,天河区,上市公司,文娱丨内容,数据分析,1,100
数据分析师,10k-18k,3-5年,广州,华资软件,500-2000人,天河区,上市公司,"移动互联网,数据服务",数据分析,1,100
数据分析,8k-15k,1-3年,广州,Tec-Do,150-500人,天河区,A轮,"移动互联网,广告营销",数据分析,2,22
数据分析师,10k-20k,1-3年,广州,凡科,150-500人,海珠区,上市公司,企业服务,数据分析,1,100
数据分析师,8k-13k,3-5年,广州,美的电商,2000人以上,番禺区,上市公司,电商,数据分析,1,1
数据分析师,12k-20k,3-5年,广州,龙腾出行,150-500人,越秀区,上市公司,"消费生活,旅游",数据分析,1,100
数据分析师,8k-15k,3-5年,广州,悦跑圈,150-500人,天河区,C轮,移动互联网,数据分析,4,20
数据分析师,12k-18k,1-3年,广州,省省回头车,50-150人,天河区,A轮,消费生活,数据分析,1,4
数据分析师,8k-15k,1-3年,广州,DataStory,150-500人,天河区,B轮,数据服务,数据分析,2,100
数据分析经理,20k-30k,3-5年,广州,茉莉传媒,150-500人,越秀区,不需要融资,广告营销,数据分析,2,100
数据分析师,10k-15k,3-5年,广州,对庄科技,15-50人,荔湾区,A轮,移动互联网,数据分析,0,100
数据分析师（广州/深圳）,8k-15k,3-5年,广州,HARB,50-150人,越秀区,B轮,企业服务,数据分析,1,9
数据分析师,15k-25k,5-10年,广州,卓越教育集团,2000人以上,天河区,不需要融资,"消费生活,教育",数据分析,2,100
数据分析师,10k-15k,1-3年,广州,荔枝,500-2000人,天河区,D轮及以上,社交,数据分析,1,100
数据分析经理,10k-20k,5-10年,广州,悦然,500-2000人,海珠区,不需要融资,电商,数据分析,1,25
SPBU-数据分析师,20k-35k,3-5年,广州,酷狗音乐,500-2000人,天河区,上市公司,文娱丨内容,数据分析,1,100
数据分析师（初级）,4k-8k,1年以下,广州,悦跑圈,150-500人,天河区,C轮,移动互联网,数据分析,1,100
数据分析师（会员营销）,10k-15k,3-5年,广州,屈臣氏中国,2000人以上,越秀区,不需要融资,消费生活,商业数据分析,1,100
数据分析师,8k-15k,1-3年,广州,蓝月亮,2000人以上,黄埔区,不需要融资,消费生活,数据分析,1,100
数据分析师,15k-25k,3-5年,广州,鲸鱼集团,150-500人,海珠区,不需要融资,游戏,数据分析,1,0
数据分析师,10k-20k,3-5年,广州,PPmoney互联网金融平台,500-2000人,天河区,上市公司,金融,数据分析,0,0
数据分析专家,25k-40k,5-10年,广州,百布,150-500人,海珠区,C轮,移动互联网,数据挖掘,2,60
数据分析经理,10k-20k,3-5年,广州,北鱼游戏,50-150人,天河区,未融资,游戏,商业数据分析,2,100
数据分析,6k-10k,应届毕业生,广州,三七互娱,2000人以上,天河区,上市公司,游戏,商业,0,0
数据分析工程师,15k-30k,3-5年,广州,Fordeal,2000人以上,海珠区,C轮,"电商,移动互联网",数据分析,1,100
数据分析Leader,20k-40k,3-5年,广州,触宝,500-2000人,海珠区,上市公司,"移动互联网,数据服务",数据分析,1,81
数据分析师（流程优化）,6k-8k,不限,广州,AdMaster,500-2000人,海珠区,不需要融资,数据服务,可视化,0,0
数据分析专员,4k-7k,1年以下,广州,漫灵软件,150-500人,天河区,未融资,移动互联网,数据分析,1,15
数据分析师（BI运营）,6k-10k,1-3年,广州,广府数字,15-50人,天河区,未融资,"区块链,电商",数据运营,0,0
数据分析师工程师,8k-14k,3-5年,广州,租租车,500-2000人,天河区,C轮,"旅游,消费生活",数据分析,1,14
产品运营-数据分析岗（线上精品棋牌手游）,8k-16k,3-5年,广州,嘉米游戏,50-150人,天河区,不需要融资,"移动互联网,游戏",产品运营,0,0
数据分析师,7k-12k,3-5年,广州,联邦车网,150-500人,海珠区,不需要融资,"移动互联网,消费生活",数据运营,1,100
数据分析师-广州,6k-8k,不限,广州,AdMaster,500-2000人,海珠区,不需要融资,数据服务,专业顾问,0,0
数据分析经理,30k-50k,5-10年,广州,Bigo,2000人以上,番禺区,上市公司,"移动互联网,社交",数据分析,1,100
数据分析师,10k-15k,1-3年,广州,乐麦信息技术（杭州）有限公司,500-2000人,天河区,不需要融资,电商,数据分析,1,35
数据分析工程师 (MJ000239),15k-30k,不限,广州,荔枝,500-2000人,天河区,D轮及以上,社交,数据分析,1,100
高级数据分析师,10k-20k,3-5年,广州,Gridsum 国双,500-2000人,天河区,上市公司,"数据服务,企业服务",商业数据分析,1,100
数据分析主管,16k-23k,5-10年,广州,巴图鲁公司,500-2000人,海珠区,C轮,汽车丨出行,数据分析,1,100
数据分析总监 (MJ001218),50k-100k,5-10年,广州,PPmoney互联网金融平台,500-2000人,天河区,上市公司,金融,数据分析,0,0
数据分析实习生,1k-2k,应届毕业生,广州,网易,2000人以上,天河区,上市公司,电商,商业数据分析,1,100
数据分析工程师,18k-30k,3-5年,广州,翡翠东方TVBC,15-50人,天河区,不需要融资,文娱丨内容,数据仓库,0,0
实时数据分析师（现场管理专员/服务督办）,5k-7k,1-3年,广州,租租车,500-2000人,天河区,C轮,"旅游,消费生活",咨询热线|呼叫中心客服,1,14
数据分析工程师,10k-15k,1-3年,广州,数驰科技,15-50人,番禺区,未融资,数据服务,数据分析,0,0
高级数据分析师,12k-18k,5-10年,广州,绿瘦,2000人以上,荔湾区,不需要融资,医疗丨健康,数据分析,1,15
数据分析师/高级数据专员,8k-10k,1-3年,广州,一智通,150-500人,天河区,B轮,企业服务,数据分析,0,0
数据分析实习生 (MJ000230),2k-4k,应届毕业生,广州,荔枝,500-2000人,天河区,D轮及以上,社交,数据分析,1,100
高级数据分析师,20k-40k,不限,广州,Bigo,2000人以上,番禺区,上市公司,"移动互联网,社交",数据分析,0,0
数据分析专员,8k-14k,3-5年,广州,健客网,500-2000人,萝岗区,B轮,"电商,医疗丨健康",数据分析,0,0
数据分析专员,6k-9k,1-3年,广州,Ways,150-500人,天河区,未融资,企业服务,数据分析,1,17
高级数据分析,15k-25k,5-10年,广州,百布,150-500人,海珠区,C轮,移动互联网,数据分析,2,60
数据分析经理,25k-40k,3-5年,广州,PLAY800,150-500人,天河区,天使轮,"移动互联网,游戏",数据分析,0,0
通信信令数据分析工程师,13k-25k,5-10年,广州,诺基亚华诺科技,500-2000人,天河区,不需要融资,"移动互联网,数据服务",通信研发工程师,0,0
高级数据分析师（荔湾西朗）,12k-15k,5-10年,广州,绿瘦,2000人以上,荔湾区,不需要融资,医疗丨健康,数据分析,0,0
业务数据分析师,8k-16k,1-3年,广州,巴图鲁公司,500-2000人,海珠区,C轮,汽车丨出行,数据分析,1,100
